collection_index,collection_folder,genotype_folder,raw_genotype,raw_individual,mapped_genotype,mapped_individual,picked_file,dst_path,status
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\056E1,56,1,56,1,E:\maize_tuinstra_download\Processed\07_17-18\056E1\056E1_ear_6.jpg,..\data\corn\images\1_56_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\056E2,56,2,56,2,E:\maize_tuinstra_download\Processed\07_17-18\056E2\056E2_ear_6.jpg,..\data\corn\images\1_56_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\057E1,57,1,57,1,E:\maize_tuinstra_download\Processed\07_17-18\057E1\057E1_ear_6.jpg,..\data\corn\images\1_57_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\057E2,57,2,57,2,E:\maize_tuinstra_download\Processed\07_17-18\057E2\057E2_ear_6.jpg,..\data\corn\images\1_57_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\058E1,58,1,58,1,E:\maize_tuinstra_download\Processed\07_17-18\058E1\058E1_ear_6.jpg,..\data\corn\images\1_58_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\058E2,58,2,58,2,E:\maize_tuinstra_download\Processed\07_17-18\058E2\058E2_ear_6.jpg,..\data\corn\images\1_58_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\059E1,59,1,59,1,E:\maize_tuinstra_download\Processed\07_17-18\059E1\059E1_ear_6.jpg,..\data\corn\images\1_59_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\059E2,59,2,59,2,E:\maize_tuinstra_download\Processed\07_17-18\059E2\059E2_ear_6.jpg,..\data\corn\images\1_59_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\060E1,60,1,60,1,E:\maize_tuinstra_download\Processed\07_17-18\060E1\060E1_ear_6.jpg,..\data\corn\images\1_60_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\060E2,60,2,60,2,E:\maize_tuinstra_download\Processed\07_17-18\060E2\060E2_ear_6.jpg,..\data\corn\images\1_60_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\061E1,61,1,61,1,E:\maize_tuinstra_download\Processed\07_17-18\061E1\061E1_ear_6.jpg,..\data\corn\images\1_61_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\061E2,61,2,61,2,E:\maize_tuinstra_download\Processed\07_17-18\061E2\061E2_ear_6.jpg,..\data\corn\images\1_61_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\062E1,62,1,62,1,E:\maize_tuinstra_download\Processed\07_17-18\062E1\062E1_ear_6.jpg,..\data\corn\images\1_62_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\062E2,62,2,62,2,E:\maize_tuinstra_download\Processed\07_17-18\062E2\062E2_ear_6.jpg,..\data\corn\images\1_62_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\063E1,63,1,63,1,E:\maize_tuinstra_download\Processed\07_17-18\063E1\063E1_ear_6.jpg,..\data\corn\images\1_63_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\063E2,63,2,63,2,E:\maize_tuinstra_download\Processed\07_17-18\063E2\063E2_ear_6.jpg,..\data\corn\images\1_63_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\064E1,64,1,64,1,E:\maize_tuinstra_download\Processed\07_17-18\064E1\064E1_ear_6.jpg,..\data\corn\images\1_64_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\064E2,64,2,64,2,E:\maize_tuinstra_download\Processed\07_17-18\064E2\064E2_ear_6.jpg,..\data\corn\images\1_64_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\065E1,65,1,65,1,E:\maize_tuinstra_download\Processed\07_17-18\065E1\065E1_ear_6.jpg,..\data\corn\images\1_65_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\065E2,65,2,65,2,E:\maize_tuinstra_download\Processed\07_17-18\065E2\065E2_ear_6.jpg,..\data\corn\images\1_65_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\066E1,66,1,66,1,E:\maize_tuinstra_download\Processed\07_17-18\066E1\066E1_ear_6.jpg,..\data\corn\images\1_66_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\066E2,66,2,66,2,E:\maize_tuinstra_download\Processed\07_17-18\066E2\066E2_ear_6.jpg,..\data\corn\images\1_66_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\067E1,67,1,67,1,E:\maize_tuinstra_download\Processed\07_17-18\067E1\067E1_ear_6.jpg,..\data\corn\images\1_67_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\067E2,67,2,67,2,E:\maize_tuinstra_download\Processed\07_17-18\067E2\067E2_ear_6.jpg,..\data\corn\images\1_67_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\068E1,68,1,68,1,E:\maize_tuinstra_download\Processed\07_17-18\068E1\068E1_ear_6.jpg,..\data\corn\images\1_68_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\068E2,68,2,68,2,E:\maize_tuinstra_download\Processed\07_17-18\068E2\068E2_ear_6.jpg,..\data\corn\images\1_68_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\069E1,69,1,69,1,E:\maize_tuinstra_download\Processed\07_17-18\069E1\069E1_ear_6.jpg,..\data\corn\images\1_69_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\069E2,69,2,69,2,E:\maize_tuinstra_download\Processed\07_17-18\069E2\069E2_ear_6.jpg,..\data\corn\images\1_69_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\070E1,70,1,70,1,E:\maize_tuinstra_download\Processed\07_17-18\070E1\070E1_ear_6.jpg,..\data\corn\images\1_70_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\070E2,70,2,70,2,E:\maize_tuinstra_download\Processed\07_17-18\070E2\070E2_ear_6.jpg,..\data\corn\images\1_70_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\071E1,71,1,71,1,E:\maize_tuinstra_download\Processed\07_17-18\071E1\071E1_ear_6.jpg,..\data\corn\images\1_71_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\071E2,71,2,71,2,E:\maize_tuinstra_download\Processed\07_17-18\071E2\071E2_ear_6.jpg,..\data\corn\images\1_71_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\072E1,72,1,72,1,E:\maize_tuinstra_download\Processed\07_17-18\072E1\072E1_ear_6.jpg,..\data\corn\images\1_72_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\072E2,72,2,72,2,E:\maize_tuinstra_download\Processed\07_17-18\072E2\072E2_ear_6.jpg,..\data\corn\images\1_72_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\073E1,73,1,73,1,E:\maize_tuinstra_download\Processed\07_17-18\073E1\073E1_ear_6.jpg,..\data\corn\images\1_73_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\073E2,73,2,73,2,E:\maize_tuinstra_download\Processed\07_17-18\073E2\073E2_ear_6.jpg,..\data\corn\images\1_73_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\074E1,74,1,74,1,E:\maize_tuinstra_download\Processed\07_17-18\074E1\074E1_ear_6.jpg,..\data\corn\images\1_74_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\074E2,74,2,74,2,E:\maize_tuinstra_download\Processed\07_17-18\074E2\074E2_ear_6.jpg,..\data\corn\images\1_74_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\075E1,75,1,75,1,E:\maize_tuinstra_download\Processed\07_17-18\075E1\075E1_ear_6.jpg,..\data\corn\images\1_75_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\075E2,75,2,75,2,E:\maize_tuinstra_download\Processed\07_17-18\075E2\075E2_ear_6.jpg,..\data\corn\images\1_75_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\076E1,76,1,76,1,E:\maize_tuinstra_download\Processed\07_17-18\076E1\076E1_ear_6.jpg,..\data\corn\images\1_76_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\076E2,76,2,76,2,E:\maize_tuinstra_download\Processed\07_17-18\076E2\076E2_ear_6.jpg,..\data\corn\images\1_76_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\077E1,77,1,77,1,E:\maize_tuinstra_download\Processed\07_17-18\077E1\077E1_ear_6.jpg,..\data\corn\images\1_77_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\077E2,77,2,77,2,E:\maize_tuinstra_download\Processed\07_17-18\077E2\077E2_ear_6.jpg,..\data\corn\images\1_77_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\078E1,78,1,78,1,E:\maize_tuinstra_download\Processed\07_17-18\078E1\078E1_ear_6.jpg,..\data\corn\images\1_78_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\078E2,78,2,78,2,E:\maize_tuinstra_download\Processed\07_17-18\078E2\078E2_ear_6.jpg,..\data\corn\images\1_78_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\079E1,79,1,79,1,E:\maize_tuinstra_download\Processed\07_17-18\079E1\079E1_ear_6.jpg,..\data\corn\images\1_79_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\079E2,79,2,79,2,E:\maize_tuinstra_download\Processed\07_17-18\079E2\079E2_ear_6.jpg,..\data\corn\images\1_79_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\080E1,80,1,80,1,E:\maize_tuinstra_download\Processed\07_17-18\080E1\080E1_ear_6.jpg,..\data\corn\images\1_80_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\080E2,80,2,80,2,E:\maize_tuinstra_download\Processed\07_17-18\080E2\080E2_ear_6.jpg,..\data\corn\images\1_80_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\081E1,81,1,81,1,E:\maize_tuinstra_download\Processed\07_17-18\081E1\081E1_ear_6.jpg,..\data\corn\images\1_81_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\081E2,81,2,81,2,E:\maize_tuinstra_download\Processed\07_17-18\081E2\081E2_ear_6.jpg,..\data\corn\images\1_81_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\082E1,82,1,82,1,E:\maize_tuinstra_download\Processed\07_17-18\082E1\082E1_ear_6.jpg,..\data\corn\images\1_82_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\082E2,82,2,82,2,E:\maize_tuinstra_download\Processed\07_17-18\082E2\082E2_ear_6.jpg,..\data\corn\images\1_82_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\083E1,83,1,83,1,E:\maize_tuinstra_download\Processed\07_17-18\083E1\083E1_ear_6.jpg,..\data\corn\images\1_83_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\083E2,83,2,83,2,E:\maize_tuinstra_download\Processed\07_17-18\083E2\083E2_ear_6.jpg,..\data\corn\images\1_83_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\084E1,84,1,84,1,E:\maize_tuinstra_download\Processed\07_17-18\084E1\084E1_ear_6.jpg,..\data\corn\images\1_84_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\084E2,84,2,84,2,E:\maize_tuinstra_download\Processed\07_17-18\084E2\084E2_ear_1.jpg,..\data\corn\images\1_84_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\085E1,85,1,85,1,E:\maize_tuinstra_download\Processed\07_17-18\085E1\085E1_ear_6.jpg,..\data\corn\images\1_85_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\085E2,85,2,85,2,E:\maize_tuinstra_download\Processed\07_17-18\085E2\085E2_ear_6.jpg,..\data\corn\images\1_85_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\086E1,86,1,86,1,E:\maize_tuinstra_download\Processed\07_17-18\086E1\086E1_ear_6.jpg,..\data\corn\images\1_86_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\086E2,86,2,86,2,E:\maize_tuinstra_download\Processed\07_17-18\086E2\086E2_ear_6.jpg,..\data\corn\images\1_86_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\087E1,87,1,87,1,E:\maize_tuinstra_download\Processed\07_17-18\087E1\087E1_ear_6.jpg,..\data\corn\images\1_87_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\087E2,87,2,87,2,E:\maize_tuinstra_download\Processed\07_17-18\087E2\087E2_ear_6.jpg,..\data\corn\images\1_87_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\088E1,88,1,88,1,E:\maize_tuinstra_download\Processed\07_17-18\088E1\088E1_ear_6.jpg,..\data\corn\images\1_88_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\088E2,88,2,88,2,E:\maize_tuinstra_download\Processed\07_17-18\088E2\088E2_ear_6.jpg,..\data\corn\images\1_88_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\089E1,89,1,89,1,E:\maize_tuinstra_download\Processed\07_17-18\089E1\089E1_ear_1.jpg,..\data\corn\images\1_89_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\089E2,89,2,89,2,E:\maize_tuinstra_download\Processed\07_17-18\089E2\089E2_ear_6.jpg,..\data\corn\images\1_89_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\090E1,90,1,90,1,E:\maize_tuinstra_download\Processed\07_17-18\090E1\090E1_ear_6.jpg,..\data\corn\images\1_90_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\090E2,90,2,90,2,E:\maize_tuinstra_download\Processed\07_17-18\090E2\090E2_ear_6.jpg,..\data\corn\images\1_90_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\091E1,91,1,91,1,E:\maize_tuinstra_download\Processed\07_17-18\091E1\091E1_ear_6.jpg,..\data\corn\images\1_91_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\091E2,91,2,91,2,E:\maize_tuinstra_download\Processed\07_17-18\091E2\091E2_ear_6.jpg,..\data\corn\images\1_91_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\092E1,92,1,92,1,E:\maize_tuinstra_download\Processed\07_17-18\092E1\092E1_ear_1.jpg,..\data\corn\images\1_92_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\092E2,92,2,92,2,E:\maize_tuinstra_download\Processed\07_17-18\092E2\092E2_ear_6.jpg,..\data\corn\images\1_92_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\093E1,93,1,93,1,E:\maize_tuinstra_download\Processed\07_17-18\093E1\093E1_ear_6.jpg,..\data\corn\images\1_93_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\093E2,93,2,93,2,E:\maize_tuinstra_download\Processed\07_17-18\093E2\093E2_ear_6.jpg,..\data\corn\images\1_93_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\094E1,94,1,94,1,E:\maize_tuinstra_download\Processed\07_17-18\094E1\094E1_ear_6.jpg,..\data\corn\images\1_94_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\094E2,94,2,94,2,E:\maize_tuinstra_download\Processed\07_17-18\094E2\094E2_ear_1.jpg,..\data\corn\images\1_94_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\095E1,95,1,95,1,E:\maize_tuinstra_download\Processed\07_17-18\095E1\095E1_ear_6.jpg,..\data\corn\images\1_95_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\095E2,95,2,95,2,E:\maize_tuinstra_download\Processed\07_17-18\095E2\095E2_ear_6.jpg,..\data\corn\images\1_95_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\096E1,96,1,96,1,E:\maize_tuinstra_download\Processed\07_17-18\096E1\096E1_ear_6.jpg,..\data\corn\images\1_96_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\096E2,96,2,96,2,E:\maize_tuinstra_download\Processed\07_17-18\096E2\096E2_ear_6.jpg,..\data\corn\images\1_96_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\097E1,97,1,97,1,E:\maize_tuinstra_download\Processed\07_17-18\097E1\097E1_ear_6.jpg,..\data\corn\images\1_97_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\097E2,97,2,97,2,E:\maize_tuinstra_download\Processed\07_17-18\097E2\097E2_ear_6.jpg,..\data\corn\images\1_97_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\098E1,98,1,98,1,E:\maize_tuinstra_download\Processed\07_17-18\098E1\098E1_ear_6.jpg,..\data\corn\images\1_98_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\098E2,98,2,98,2,E:\maize_tuinstra_download\Processed\07_17-18\098E2\098E2_ear_1.jpg,..\data\corn\images\1_98_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\099E1,99,1,99,1,E:\maize_tuinstra_download\Processed\07_17-18\099E1\099E1_ear_6.jpg,..\data\corn\images\1_99_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\099E2,99,2,99,2,E:\maize_tuinstra_download\Processed\07_17-18\099E2\099E2_ear_6.jpg,..\data\corn\images\1_99_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\100E1,100,1,100,1,E:\maize_tuinstra_download\Processed\07_17-18\100E1\100E1_ear_6.jpg,..\data\corn\images\1_100_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\100E2,100,2,100,2,E:\maize_tuinstra_download\Processed\07_17-18\100E2\100E2_ear_6.jpg,..\data\corn\images\1_100_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\101E1,101,1,101,1,E:\maize_tuinstra_download\Processed\07_17-18\101E1\101E1_ear_6.jpg,..\data\corn\images\1_101_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\101E2,101,2,101,2,E:\maize_tuinstra_download\Processed\07_17-18\101E2\101E2_ear_6.jpg,..\data\corn\images\1_101_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\102E1,102,1,102,1,E:\maize_tuinstra_download\Processed\07_17-18\102E1\102E1_ear_6.jpg,..\data\corn\images\1_102_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\102E2,102,2,102,2,E:\maize_tuinstra_download\Processed\07_17-18\102E2\102E2_ear_6.jpg,..\data\corn\images\1_102_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\103E1,103,1,103,1,E:\maize_tuinstra_download\Processed\07_17-18\103E1\103E1_ear_6.jpg,..\data\corn\images\1_103_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\103E2,103,2,103,2,E:\maize_tuinstra_download\Processed\07_17-18\103E2\103E2_ear_1.jpg,..\data\corn\images\1_103_2.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\104E1,104,1,104,1,E:\maize_tuinstra_download\Processed\07_17-18\104E1\104E1_ear_6.jpg,..\data\corn\images\1_104_1.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\104E2,104,2,104,2,E:\maize_tuinstra_download\Processed\07_17-18\104E2\104E2_ear_6.jpg,..\data\corn\images\1_104_2.jpg,copied
